Pos,Name,Salary,TeamAbbrev,AvgPointsPerGame,Projected Points
QB,Ryan Fitzpatrick,5900,MIA,23.57,19.2
QB,Philip Rivers,5900,IND,12.64,15.1
WR,DJ Moore,5900,CAR,13.82,13.8
QB,Ryan Tannehill,5900,TEN,23.22,18.6
WR,Tyler Boyd,5800,CIN,15.52,16.1
QB,Nick Foles,5800,CHI,14.57,15.0
RB,David Montgomery,5800,CHI,13.42,15.9
WR,Terry McLaurin,5700,WAS,16.52,16.2
QB,Baker Mayfield,5700,CLE,14.85,14.6
QB,Carson Wentz,5600,PHI,19.14,14.5
WR,AJ Brown,5600,TEN,15.05,15.2
WR,Julian Edelman,5600,NE,13.15,14.1
TE,Mike Gesicki,5500,MIA,12.22,10.9
RB,Antonio Gibson,5500,WAS,13.1,15.2
WR,Jerry Jeudy,5500,DEN,11.1,13.0
QB,Tua Tagovailoa,5400,MIA,0.0,0.8
RB,Myles Gaskin,5400,MIA,13.72,14.4
QB,Joe Burrow,5400,CIN,18.93,15.2
QB,Daniel Jones,5400,NYG,11.89,15.6
WR,Darius Slayton,5400,NYG,15.3,15.1
RB,David Johnson,5400,HOU,12.6,14.1
QB,Jarrett Stidham,5400,NE,4.7,0.8
QB,Drew Lock,5400,DEN,6.47,12.4
TE,TJ Hockenson,5300,DET,11.75,10.3
WR,Laviska Shenault Jr,5200,JAX,12.26,12.8
QB,Mitchell Trubisky,5200,CHI,17.37,1.1
TE,Jonnu Smith,5200,TEN,17.52,13.1
WR,Chase Claypool,5200,PIT,18.38,14.2
QB,Brett Rypien,5200,DEN,7.65,0.9
QB,Joe Flacco,5100,NYJ,7.22,12.9
WR,Marvin Jones Jr,5100,DET,7.95,11.6
QB,Kyle Allen,5100,WAS,9.66,13.2
TE,Robert Tonyan,5100,GB,15.08,10.0
QB,Jalen Hurts,5000,PHI,0.83,2.1
TE,Zach Ertz,5000,PHI,8.5,11.7
WR,TY Hilton,5000,IND,8.42,13.4
QB,Alex Smith,5000,WAS,1.58,1.3
TE,Jimmy Graham,5000,CHI,11.58,8.7
WR,Brandin Cooks,5000,HOU,11.38,13.2
RB,Leonard Fournette,5000,TB,12.57,7.2
RB,Damien Harris,5000,NE,13.0,9.9
WR,Keelan Cole,4900,JAX,12.22,9.7
RB,Devonta Freeman,4900,NYG,9.5,13.5
TE,Evan Engram,4900,NYG,7.92,10.7
WR,Jarvis Landry,4900,CLE,10.88,12.2
QB,Matt Schaub,4800,ATL,0.0,0.9
WR,Russell Gage,4800,ATL,10.44,9.2
WR,Sterling Shepard,4800,NYG,8.1,4.6
QB,AJ McCarron,4800,HOU,0.0,0.3
WR,Corey Davis,4800,TEN,14.87,4.0
QB,Mason Rudolph,4800,PIT,0.0,0.9
RB,James White,4800,NE,10.55,9.9
WR,Preston Williams,4700,MIA,9.7,9.7
WR,Zach Pascal,4700,IND,6.48,8.7
WR,Tee Higgins,4700,CIN,10.14,12.0
RB,Adrian Peterson,4700,DET,9.4,11.0
TE,Hayden Hurst,4700,ATL,8.8,8.8
QB,Case Keenum,4700,CLE,0.0,0.7
QB,Sean Mannion,4600,MIN,0.0,0.4
WR,Golden Tate,4600,NYG,8.12,10.6
WR,Marquez Valdes-Scantling,4600,GB,9.75,9.7
RB,Rex Burkhead,4600,NE,13.22,7.6
DST,Ravens ,4500,BAL,13.8,8.8
QB,Jacoby Brissett,4500,IND,0.34,0.7
QB,Mike Glennon,4500,JAX,0.0,0.5
RB,D'Andre Swift,4500,DET,10.4,8.8
QB,Will Grier,4500,CAR,0.0,0.6
WR,N'Keal Harry,4500,NE,9.95,10.2
WR,Tim Patrick,4500,DEN,12.98,10.3
WR,Travis Fulgham,4400,PHI,23.95,10.9
RB,JD McKissic,4400,WAS,7.18,8.3
WR,Randall Cobb,4400,HOU,10.2,9.7
QB,Blaine Gabbert,4400,TB,0.0,0.7
TE,Rob Gronkowski,4400,TB,5.2,7.6
WR,Anthony Miller,4300,CHI,8.4,7.9
WR,Curtis Samuel,4300,CAR,8.72,10.1
RB,Phillip Lindsay,4300,DEN,4.5,11.9
RB,JK Dobbins,4200,BAL,8.18,6.9
WR,James Washington,4200,PIT,7.68,9.2
WR,Scotty Miller,4200,TB,11.68,8.0
WR,Greg Ward,4100,PHI,10.12,9.7
RB,Matt Breida,4100,MIA,4.44,5.8
WR,Breshad Perriman,4100,NYJ,3.95,7.6
QB,Ryan Finley,4100,CIN,0.0,0.7
QB,Chase Daniel,4100,DET,0.0,0.8
WR,Danny Amendola,4100,DET,6.92,8.7
QB,Colt McCoy,4100,NYG,0.0,0.7
QB,Logan Woodside,4100,TEN,0.0,0.9
TE,Eric Ebron,4100,PIT,8.65,10.2
QB,Tim Boyle,4100,GB,-0.13,0.2
DST,Patriots ,4100,NE,9.0,7.5
QB,Nate Sudfeld,4000,PHI,0.0,0.3
RB,Gus Edwards,4000,BAL,3.84,5.1
RB,Justice Hill,4000,BAL,0.0,1.8
RB,Patrick Ricard,4000,BAL,1.92,1.4
RB,Boston Scott,4000,PHI,3.12,4.2
RB,Corey Clement,4000,PHI,1.3,2.1
RB,Jason Huntley,4000,PHI,0.1,1.8
RB,Frank Gore,4000,NYJ,4.7,8.0
RB,Ty Johnson,4000,NYJ,0.0,2.4
RB,Patrick Laird,4000,MIA,0.97,1.5
RB,Jordan Howard,4000,MIA,5.02,3.7
RB,Malcolm Perry,4000,MIA,0.0,2.6
RB,Salvon Ahmed,4000,MIA,0.0,2.0
RB,Chandler Cox,4000,MIA,0.58,1.2
QB,Jacob Eason,4000,IND,0.0,0.2
RB,Nyheim Hines,4000,IND,10.0,8.3
RB,Jordan Wilkins,4000,IND,2.74,3.6
RB,Giovani Bernard,4000,CIN,5.22,4.4
RB,Samaje Perine,4000,CIN,0.0,1.2
RB,Trayveon Williams,4000,CIN,0.0,1.4
DST,Colts ,4000,IND,12.6,8.6
QB,Jake Luton,4000,JAX,0.0,0.8
RB,Chris Thompson,4000,JAX,6.06,6.2
RB,Dare Ogunbowale,4000,JAX,0.0,2.2
RB,Ryquell Armstead,4000,JAX,0.0,2.1
RB,Devine Ozigbo,4000,JAX,0.0,5.0
RB,Bruce Miller,4000,JAX,0.3,1.0
RB,Kerryon Johnson,4000,DET,4.2,4.6
RB,Mike Boone,4000,MIN,0.38,5.1
RB,Ameer Abdullah,4000,MIN,0.0,2.2
RB,CJ Ham,4000,MIN,0.54,1.8
RB,Brian Hill,4000,ATL,7.04,5.8
RB,Ito Smith,4000,ATL,2.38,3.5
RB,Qadree Ollison,4000,ATL,0.0,1.7
RB,Keith Smith,4000,ATL,0.82,1.0
RB,Peyton Barber,4000,WAS,4.02,2.5
RB,Dion Lewis,4000,NYG,4.72,4.7
RB,Elijhaa Penny,4000,NYG,0.06,1.0
RB,Trenton Cannon,4000,CAR,-0.03,2.9
RB,Alex Armah,4000,CAR,0.58,1.4
RB,Ryan Nall,4000,CHI,0.24,1.9
RB,Artavis Pierce,4000,CHI,0.0,1.6
RB,Jeremy McNichols,4000,TEN,1.58,4.2
RB,CJ Prosise,4000,HOU,0.03,2.2
RB,Cullen Gillaspia,4000,HOU,0.8,0.4
WR,Adam Humphries,4000,TEN,11.53,9.5
RB,Benny Snell Jr,4000,PIT,4.35,3.7
RB,Anthony McFarland Jr,4000,PIT,3.25,3.5
RB,Jaylen Samuels,4000,PIT,0.93,2.4
RB,Derek Watt,4000,PIT,0.0,0.4
RB,D'Ernest Johnson,4000,CLE,2.92,5.2
RB,Dontrell Hilliard,4000,CLE,3.1,2.7
RB,Andy Janovich,4000,CLE,0.74,1.4
QB,Ryan Griffin,4000,TB,0.0,3.7
TE,Ryan Griffin,3000,NYJ,1.0,3.7
RB,LeSean McCoy,4000,TB,3.58,2.8
RB,Ke'Shawn Vaughn,4000,TB,4.03,5.6
RB,Jamaal Williams,4000,GB,9.42,7.9
RB,AJ Dillon,4000,GB,0.85,1.6
RB,JJ Taylor,4000,NE,2.8,1.7
RB,Jakob Johnson,4000,NE,2.18,1.7
RB,Jakob Johnson,4000,NE,2.18,0.9
RB,Royce Freeman,4000,DEN,3.22,6.1
WR,AJ Green,3900,CIN,5.18,7.5
TE,Austin Hooper,3900,CLE,7.66,9.2
WR,Miles Boykin,3800,BAL,4.22,6.0
TE,Darren Fells,3800,HOU,6.4,6.3
TE,Kyle Rudolph,3700,MIN,4.12,5.5
WR,Equanimeous St Brown,3700,GB,0.0,3.6
DST,Packers ,3700,GB,6.25,6.1
WR,Chris Conley,3600,JAX,6.4,5.5
WR,Dontrelle Inman,3600,WAS,6.86,7.2
TE,David Njoku,3600,CLE,7.8,3.3
DST,Steelers ,3600,PIT,9.0,7.0
WR,Willie Snead IV,3500,BAL,5.54,5.2
WR,Isaiah Ford,3500,MIA,6.88,7.6
TE,Cameron Brate,3500,TB,3.34,5.1
WR,Damiere Byrd,3500,NE,7.98,8.5
DST,Broncos ,3500,DEN,4.75,5.7
WR,Braxton Berrios,3400,NYJ,7.12,5.0
TE,Drew Sample,3400,CIN,5.24,5.8
TE,Tyler Eifert,3400,JAX,5.26,6.8
DST,Bears ,3400,CHI,5.4,6.1
WR,Kenny Stills,3400,HOU,4.88,5.6
WR,Tyler Johnson,3400,TB,3.37,4.4
TE,Logan Thomas,3300,WAS,6.12,6.9
TE,Chris Herndon,3200,NYJ,4.36,5.2
WR,Olamide Zaccheaus,3200,ATL,5.8,5.0
DST,Giants ,3200,NYG,5.4,7.0
WR,Cordarrelle Patterson,3200,CHI,3.94,5.9
WR,Cordarrelle Patterson,3200,CHI,3.94,6.9
WR,Kalif Raymond,3200,TEN,5.52,5.7
TE,Trey Burton,3100,IND,5.95,7.3
DST,Buccaneers ,3100,TB,8.8,5.7
TE,Nick Vannett,3100,DEN,0.7,3.8
WR,Chris Moore,3000,BAL,0.0,0.6
WR,Devin Duvernay,3000,BAL,4.62,4.8
WR,James Proche,3000,BAL,0.0,0.4
WR,John Hightower,3000,PHI,2.94,6.2
WR,JJ Arcega-Whiteside,3000,PHI,1.18,2.2
WR,Quez Watkins,3000,PHI,0.0,1.4
WR,Jeff Smith,3000,NYJ,10.2,8.4
WR,Vyncint Smith,3000,NYJ,0.0,4.0
WR,Denzel Mims,3000,NYJ,0.0,2.1
WR,Lynn Bowden Jr,3000,MIA,0.6,2.5
WR,Lynn Bowden Jr,3000,MIA,0.6,2.2
WR,Jakeem Grant,3000,MIA,3.9,4.3
WR,Mack Hollins,3000,MIA,0.0,0.3
WR,Ashton Dulin,3000,IND,1.26,1.6
WR,Mike Thomas,3000,CIN,4.38,3.6
WR,Auden Tate,3000,CIN,2.4,3.0
WR,Alex Erickson,3000,CIN,0.52,1.4
WR,Collin Johnson,3000,JAX,3.14,3.4
WR,Dede Westbrook,3000,JAX,1.4,0.1
WR,Quintez Cephus,3000,DET,3.92,1.1
WR,Marvin Hall,3000,DET,3.25,1.7
WR,Jamal Agnew,3000,DET,1.62,2.2
TE,James O'Shaughnessy,3000,JAX,4.7,4.1
DST,Lions ,3000,DET,1.25,6.2
WR,Chad Beebe,3000,MIN,1.27,3.1
WR,Olabisi Johnson,3000,MIN,2.86,3.8
WR,Tajae Sharpe,3000,MIN,0.0,0.4
WR,Dan Chisena,3000,MIN,0.0,1.3
WR,Christian Blake,3000,ATL,1.54,2.6
WR,Brandon Powell,3000,ATL,1.14,0.9
WR,Isaiah Wright,3000,WAS,3.8,5.6
WR,Antonio Gandy-Golden,3000,WAS,0.88,2.7
WR,Cam Sims,3000,WAS,0.74,1.5
WR,CJ Board,3000,NYG,2.42,4.6
WR,Seth Roberts,3000,CAR,1.78,2.3
WR,Pharoh Cooper,3000,CAR,0.44,0.6
WR,Brandon Zylstra,3000,CAR,0.0,1.4
WR,Keith Kirkwood,3000,CAR,0.0,1.8
WR,Darnell Mooney,3000,CHI,7.34,8.3
WR,Javon Wims,3000,CHI,2.16,1.5
WR,Ted Ginn Jr,3000,CHI,1.75,2.1
WR,Nick Westbrook-Ikhine,3000,TEN,0.57,2.0
WR,DeAndre Carter,3000,HOU,0.16,0.8
WR,Keke Coutee,3000,HOU,2.1,0.1
WR,Rashard Higgins,3000,CLE,4.67,3.3
WR,Donovan Peoples-Jones,3000,CLE,0.0,0.9
WR,Taywan Taylor,3000,CLE,0.0,1.4
WR,Justin Watson,3000,TB,5.47,1.6
WR,Jaydon Mickens,3000,TB,0.84,0.9
WR,Malik Taylor,3000,GB,0.75,2.3
WR,Darrius Shepherd,3000,GB,2.05,2.5
WR,Gunner Olszewski,3000,NE,2.1,1.5
WR,Jakobi Meyers,3000,NE,0.57,3.8
WR,Matthew Slater,3000,NE,0.0,0.8
WR,DaeSean Hamilton,3000,DEN,1.55,7.1
WR,Diontae Spencer,3000,DEN,0.42,2.0
WR,Tyrie Cleveland,3000,DEN,0.57,1.3
TE,Jake Butt,3000,DEN,0.62,3.9
DST,Dolphins ,2900,MIA,6.6,6.7
TE,Ian Thomas,2900,CAR,2.8,5.0
DST,Panthers ,2900,CAR,4.2,6.2
DST,Jaguars ,2800,JAX,2.4,5.8
DST,Titans ,2800,TEN,5.75,6.7
TE,Marcedes Lewis,2800,GB,3.4,2.4
TE,Nick Boyle,2700,BAL,3.0,3.3
TE,Jack Doyle,2700,IND,2.52,5.1
DST,Texans ,2700,HOU,3.2,5.7
TE,Vance McDonald,2700,PIT,2.62,3.9
DST,Browns ,2700,CLE,7.2,6.1
TE,Ryan Izzo,2700,NE,1.85,4.0
DST,Eagles ,2600,PHI,5.8,5.7
TE,Kaden Smith,2600,NYG,2.32,3.0
TE,Richard Rodgers,2500,PHI,2.56,3.2
TE,Trevon Wesco,2500,NYJ,0.3,1.6
TE,Durham Smythe,2500,MIA,1.68,1.4
TE,Adam Shaheen,2500,MIA,1.74,2.6
TE,Noah Togiai,2500,IND,0.0,1.7
TE,Cethan Carter,2500,CIN,0.9,1.5
TE,Mason Schreck,2500,CIN,0.0,1.3
TE,Jesse James,2500,DET,3.98,3.7
TE,Hunter Bryant,2500,DET,0.0,2.1
TE,Irv Smith Jr,2500,MIN,2.76,6.5
TE,Tyler Conklin,2500,MIN,0.0,1.4
TE,Luke Stocker,2500,ATL,0.56,1.6
TE,Jaeden Graham,2500,ATL,0.34,2.1
TE,Jeremy Sprinkle,2500,WAS,0.0,2.3
TE,Marcus Baugh,2500,WAS,0.3,1.3
TE,Levine Toilolo,2500,NYG,0.58,2.7
TE,Chris Manhertz,2500,CAR,1.48,2.4
TE,Cole Kmet,2500,CHI,0.44,2.2
TE,Demetrius Harris,2500,CHI,1.6,3.1
TE,JP Holtz,2500,CHI,0.0,1.3
TE,Anthony Firkser,2500,TEN,3.98,5.0
TE,Geoff Swaim,2500,TEN,0.0,1.2
TE,MyCole Pruitt,2500,TEN,3.57,2.0
TE,Pharaoh Brown,2500,HOU,0.47,2.6
TE,Kahale Warring,2500,HOU,0.0,2.1
TE,Zach Gentry,2500,PIT,0.0,1.1
TE,Harrison Bryant,2500,CLE,3.78,3.2
TE,Stephen Carlson,2500,CLE,0.4,0.6
TE,Tanner Hudson,2500,TB,0.48,3.7
TE,Antony Auclair,2500,TB,0.0,2.0
TE,Jace Sternberger,2500,GB,1.65,2.4
TE,John Lovett,2500,GB,0.0,0.3
TE,Devin Asiasi,2500,NE,0.0,2.1
TE,Albert Okwuegbunam,2500,DEN,0.0,2.3
TE,Andrew Beck,2500,DEN,0.0,1.3
DST,Jets ,2400,NYJ,4.2,6.4
DST,Vikings ,2300,MIN,2.8,6.2
DST,Falcons ,2200,ATL,1.4,5.7
DST,Bengals ,2100,CIN,3.2,5.2
