Pos,Name,Salary,TeamAbbrev,AvgPointsPerGame,Projected Points
QB,Matt Barkley,4100,BUF,0.88,0.7
QB,Chad Henne,4100,KC,6.32,0.6
QB,John Wolford,4100,LAR,0.0,0.8
QB,Geno Smith,4100,SEA,0.0,0.7
QB,Jacob Eason,4000,IND,0.0,0.2
QB,David Blough,4000,DET,0.0,0.9
RB,Nyheim Hines,4000,IND,9.62,8.5
RB,Jordan Wilkins,4000,IND,2.27,3.3
RB,Adrian Peterson,4000,DET,9.07,7.1
RB,Kerryon Johnson,4000,DET,3.96,3.1
RB,Bo Scarbrough,4000,DET,0.0,0.6
WR,Michael Pittman Jr,4000,IND,5.43,4.7
QB,Easton Stick,4000,LAC,-0.04,0.6
RB,Troymaine Pope,4000,LAC,0.6,2.6
RB,Gabe Nabers,4000,LAC,0.32,0.4
RB,Gabe Nabers,4000,LAC,0.32,2.3
RB,Royce Freeman,4000,DEN,3.27,4.5
DST,Chargers ,4000,LAC,5.17,6.4
RB,Mike Boone,4000,MIN,0.57,1.7
RB,Ameer Abdullah,4000,MIN,0.3,1.4
RB,CJ Ham,4000,MIN,0.54,1.4
RB,AJ Dillon,4000,GB,1.27,3.3
RB,Dexter Williams,4000,GB,0.0,2.7
RB,Tyler Ervin,4000,GB,2.98,1.5
RB,Dwayne Washington,4000,NO,0.0,1.4
RB,Ty Montgomery,4000,NO,2.05,1.9
RB,Michael Burton,4000,NO,0.38,1.1
RB,Ryan Nall,4000,CHI,0.3,2.5
RB,Artavis Pierce,4000,CHI,0.0,1.3
RB,Justice Hill,4000,BAL,0.0,2.6
RB,Patrick Ricard,4000,BAL,1.6,0.9
RB,Benny Snell Jr,4000,PIT,5.45,3.6
RB,Anthony McFarland Jr,4000,PIT,2.22,2.9
RB,Jaylen Samuels,4000,PIT,0.82,2.7
RB,Derek Watt,4000,PIT,0.0,0.4
RB,Jeremy McNichols,4000,TEN,2.45,4.5
RB,Khari Blasingame,4000,TEN,0.38,0.4
RB,Samaje Perine,4000,CIN,0.27,3.1
RB,Trayveon Williams,4000,CIN,0.0,1.9
RB,Jalen Richard,4000,LV,4.88,5.9
RB,Devontae Booker,4000,LV,4.78,3.7
RB,Alec Ingold,4000,LV,3.83,2.4
RB,D'Ernest Johnson,4000,CLE,2.14,4.3
RB,Dontrell Hilliard,4000,CLE,2.0,2.5
RB,Andy Janovich,4000,CLE,0.62,1.7
TE,Austin Hooper,4000,CLE,8.08,5.5
QB,Jake Fromm,4000,BUF,0.0,0.1
RB,Rex Burkhead,4000,NE,10.33,7.0
RB,JJ Taylor,4000,NE,2.8,1.8
RB,Sony Michel,4000,NE,10.2,4.4
RB,Jakob Johnson,4000,NE,1.96,2.9
RB,Jakob Johnson,4000,NE,1.96,0.9
RB,TJ Yeldon,4000,BUF,5.4,1.7
RB,Taiwan Jones,4000,BUF,0.0,0.5
RB,Frank Gore,4000,NYJ,5.79,6.8
RB,Ty Johnson,4000,NYJ,1.4,2.7
RB,Darrel Williams,4000,KC,4.35,3.3
RB,Darwin Thompson,4000,KC,0.98,4.3
RB,DeAndre Washington,4000,KC,1.7,3.3
RB,Matt Breida,4000,MIA,4.4,5.4
RB,Patrick Laird,4000,MIA,1.02,1.2
RB,Jordan Howard,4000,MIA,5.02,2.6
RB,Malcolm Perry,4000,MIA,0.0,2.3
RB,Chandler Cox,4000,MIA,0.58,0.6
RB,Raymond Calais,4000,LAR,0.0,1.2
QB,Nick Mullens,4000,SF,10.45,1.1
RB,Travis Homer,4000,SEA,2.75,4.3
RB,DeeJay Dallas,4000,SEA,2.02,4.3
RB,Nick Bellore,4000,SEA,0.0,0.6
RB,Tevin Coleman,4000,SF,4.7,3.8
RB,Kyle Juszczyk,4000,SF,4.56,4.6
TE,Eric Ebron,3900,PIT,8.08,9.2
WR,Marquez Valdes-Scantling,3800,GB,7.68,9.0
WR,Adam Humphries,3800,TEN,11.18,8.7
WR,Hunter Renfrow,3800,LV,9.22,10.6
WR,Donovan Peoples-Jones,3800,CLE,3.65,6.5
TE,David Njoku,3800,CLE,6.82,6.3
DST,Rams ,3800,LAR,7.57,7.0
DST,Ravens ,3700,BAL,12.67,7.5
WR,Damiere Byrd,3700,NE,6.88,7.4
TE,Gerald Everett,3700,LAR,6.54,5.7
WR,KJ Hamler,3600,DEN,4.98,7.5
WR,Jalen Guyton,3600,LAC,8.57,6.4
DST,Steelers ,3600,PIT,9.33,6.5
WR,Bryan Edwards,3600,LV,4.97,3.9
WR,Breshad Perriman,3600,NYJ,5.7,7.8
TE,Greg Olsen,3600,SEA,6.47,6.4
TE,Trey Burton,3500,IND,11.27,9.4
WR,Darnell Mooney,3500,CHI,7.19,8.5
WR,Gabriel Davis,3500,BUF,6.79,6.1
WR,Jakobi Meyers,3500,NE,2.98,4.4
TE,Tyler Kroft,3500,BUF,4.67,5.0
WR,Braxton Berrios,3500,NYJ,6.56,5.5
WR,Kendrick Bourne,3500,SF,7.16,9.3
TE,Mo Alie-Cox,3400,IND,9.08,3.4
TE,Kyle Rudolph,3400,MIN,4.72,5.1
WR,Marquez Callaway,3400,NO,5.1,7.3
DST,Saints ,3400,NO,4.33,6.3
WR,Willie Snead IV,3400,BAL,5.32,4.2
TE,Drew Sample,3400,CIN,5.2,6.6
WR,N'Keal Harry,3400,NE,6.9,7.2
WR,Danny Amendola,3300,DET,7.0,8.0
TE,Jack Doyle,3300,IND,4.2,4.8
WR,Deonte Harris,3300,NO,6.02,5.1
DST,Bills ,3300,BUF,4.86,7.5
WR,Jeff Smith,3300,NYJ,5.55,5.4
WR,Cordarrelle Patterson,3200,CHI,3.69,6.8
WR,Cordarrelle Patterson,3200,CHI,3.69,5.9
TE,Harrison Bryant,3200,CLE,6.09,8.1
TE,Dawson Knox,3200,BUF,3.58,3.7
WR,Denzel Mims,3200,NYJ,8.2,9.8
DST,Seahawks ,3200,SEA,5.33,6.6
DST,Colts ,3100,IND,11.17,6.5
DST,Patriots ,3100,NE,7.83,6.5
WR,Demarcus Robinson,3100,KC,4.38,7.3
WR,Isaiah Ford,3100,MIA,6.88,5.4
WR,Josh Reynolds,3100,LAR,8.11,7.0
WR,David Moore,3100,SEA,8.22,6.0
WR,Marcus Johnson,3000,IND,10.27,6.8
WR,Ashton Dulin,3000,IND,1.05,1.6
WR,Marvin Hall,3000,DET,2.45,2.7
WR,Jamal Agnew,3000,DET,1.7,2.2
WR,Quintez Cephus,3000,DET,3.92,0.1
WR,KJ Hill,3000,LAC,0.86,1.7
WR,Tyron Johnson,3000,LAC,4.67,4.0
WR,Joe Reed,3000,LAC,2.05,1.3
WR,DaeSean Hamilton,3000,DEN,1.8,3.8
WR,Diontae Spencer,3000,DEN,0.52,0.5
WR,Tyrie Cleveland,3000,DEN,0.34,0.8
TE,Donald Parham Jr,3000,LAC,6.03,2.6
DST,Broncos ,3000,DEN,5.83,6.2
WR,Chad Beebe,3000,MIN,1.78,2.9
WR,Olabisi Johnson,3000,MIN,2.38,2.7
WR,Tajae Sharpe,3000,MIN,0.0,0.4
WR,KJ Osborn,3000,MIN,0.0,1.1
WR,Equanimeous St Brown,3000,GB,0.0,2.0
WR,Malik Taylor,3000,GB,1.93,3.2
WR,Darrius Shepherd,3000,GB,1.68,3.2
TE,Irv Smith Jr,3000,MIN,4.22,5.9
WR,Austin Carr,3000,NO,1.6,1.5
WR,Juwan Johnson,3000,NO,0.0,0.9
WR,Javon Wims,3000,CHI,1.8,2.2
WR,Ted Ginn Jr,3000,CHI,1.4,1.8
WR,Miles Boykin,3000,BAL,3.87,5.0
WR,James Washington,3000,PIT,7.92,5.8
WR,Devin Duvernay,3000,BAL,4.87,4.2
WR,James Proche,3000,BAL,0.0,0.5
TE,Nick Boyle,3000,BAL,4.55,3.9
WR,Kalif Raymond,3000,TEN,4.72,4.5
WR,Nick Westbrook-Ikhine,3000,TEN,0.92,1.1
WR,Mike Thomas,3000,CIN,4.47,4.0
WR,Auden Tate,3000,CIN,1.92,3.2
WR,Alex Erickson,3000,CIN,0.37,0.8
TE,Anthony Firkser,3000,TEN,7.82,5.2
DST,Titans ,3000,TEN,4.5,7.0
WR,Zay Jones,3000,LV,4.62,3.4
WR,Rico Gafford,3000,LV,0.0,0.7
WR,Taywan Taylor,3000,CLE,0.0,2.1
WR,KhaDarel Hodge,3000,CLE,2.7,4.3
WR,Gunner Olszewski,3000,NE,0.7,0.6
WR,Matthew Slater,3000,NE,0.0,0.5
WR,Isaiah McKenzie,3000,BUF,4.53,3.9
WR,Andre Roberts,3000,BUF,0.41,1.1
WR,Vyncint Smith,3000,NYJ,0.0,0.9
WR,Byron Pringle,3000,KC,2.65,3.5
WR,Marcus Kemp,3000,KC,0.52,1.6
WR,Lynn Bowden Jr,3000,MIA,0.6,1.9
WR,Jakeem Grant,3000,MIA,4.72,5.0
WR,Mack Hollins,3000,MIA,0.0,0.4
WR,Nsimba Webster,3000,LAR,0.0,0.5
WR,Freddie Swain,3000,SEA,3.78,3.1
WR,Trent Taylor,3000,SF,1.5,4.9
WR,Dante Pettis,3000,SF,0.0,0.1
DST,Packers ,2900,GB,5.0,6.7
DST,Raiders ,2900,LV,0.83,5.8
TE,Chris Herndon,2900,NYJ,3.63,4.7
TE,Albert Okwuegbunam,2800,DEN,9.75,5.4
DST,Bears ,2800,CHI,7.0,4.9
TE,Ryan Griffin,2800,NYJ,1.54,2.9
TE,Will Dissly,2800,SEA,4.23,4.2
DST,49ers ,2700,SF,6.71,6.4
DST,Browns ,2600,CLE,6.29,6.0
TE,Noah Togiai,2500,IND,0.0,1.3
TE,Jesse James,2500,DET,3.44,3.2
TE,Isaac Nauta,2500,DET,1.3,1.4
DST,Lions ,2500,DET,2.5,5.6
TE,Nick Vannett,2500,DEN,1.66,2.2
TE,Jake Butt,2500,DEN,0.62,1.9
TE,Andrew Beck,2500,DEN,0.0,0.9
TE,Tyler Conklin,2500,MIN,0.0,1.9
TE,Jace Sternberger,2500,GB,2.78,3.2
TE,Marcedes Lewis,2500,GB,2.42,3.6
TE,John Lovett,2500,GB,0.0,0.6
TE,Adam Trautman,2500,NO,1.28,2.5
TE,Josh Hill,2500,NO,1.07,2.6
TE,Cole Kmet,2500,CHI,2.67,4.4
TE,Demetrius Harris,2500,CHI,1.64,3.1
TE,JP Holtz,2500,CHI,0.0,1.0
TE,Vance McDonald,2500,PIT,2.78,3.4
TE,Zach Gentry,2500,PIT,0.0,1.3
TE,MyCole Pruitt,2500,TEN,3.57,3.1
TE,Geoff Swaim,2500,TEN,1.0,2.3
TE,Cethan Carter,2500,CIN,0.75,0.6
TE,Cethan Carter,2500,CIN,0.75,1.6
TE,Mason Schreck,2500,CIN,0.0,2.5
TE,Jason Witten,2500,LV,2.75,2.7
TE,Foster Moreau,2500,LV,4.1,3.5
TE,Derek Carrier,2500,LV,0.0,2.0
TE,Stephen Carlson,2500,CLE,0.33,1.6
TE,Ryan Izzo,2500,NE,2.5,3.5
TE,Devin Asiasi,2500,NE,0.0,1.5
TE,Lee Smith,2500,BUF,7.1,2.2
TE,Reggie Gilliam,2500,BUF,1.92,2.2
TE,Reggie Gilliam,2500,BUF,1.92,2.3
TE,Trevon Wesco,2500,NYJ,0.25,1.7
TE,Nick Keizer,2500,KC,0.97,2.7
TE,Deon Yelder,2500,KC,0.75,1.6
TE,Ricky Seals-Jones,2500,KC,0.0,2.3
TE,Durham Smythe,2500,MIA,2.82,2.4
TE,Adam Shaheen,2500,MIA,3.8,3.4
TE,Johnny Mundt,2500,LAR,1.84,2.7
TE,Brycen Hopkins,2500,LAR,0.0,2.1
TE,Jacob Hollister,2500,SEA,4.05,2.3
TE,Luke Willson,2500,SEA,0.0,1.3
TE,Colby Parkinson,2500,SEA,0.0,2.1
TE,Ross Dwelley,2500,SF,2.08,2.8
TE,Charlie Woerner,2500,SF,0.0,2.1
TE,Jordan Reed,2500,SF,10.5,5.0
DST,Dolphins ,2400,MIA,8.0,5.0
DST,Vikings ,2200,MIN,2.33,4.6
DST,Bengals ,2100,CIN,2.57,5.3
DST,Jets ,2000,NYJ,4.57,4.6
